sentiment,content
enthusiasm,@souljaboytellem holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though
enthusiasm,"@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in &quot;Unity&quot;-mode."
enthusiasm,@carmenforward no way - those are great words.  Boys don't get to own them.    Oh and was it your bday?
enthusiasm,im still waitin for my girl to come home...i wanna go shopping
enthusiasm,"@oliyoung it's stable, faster than 2.x and working."
enthusiasm,"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr"
enthusiasm,"@BearNoiz Played An.World, played Flashback, played Starcon 2, played Fallout, played every Psygnosis game out for the Amiga and the ST"
enthusiasm,morning everyone! another dat of school
enthusiasm,"@JuwalBose oops, eldhose bhai uploaded the same too, Did you read the hindu's article on BarCamp? Binny rocks man"
enthusiasm,@ginny9577 I'm researching NYC stuff.
enthusiasm,really really wants to go and see Coraline.
enthusiasm,@Somaya_Reece naw missed it and the video cool looking sexy
enthusiasm,"@TerriCook  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good"
enthusiasm,@mileycyrus i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember  ...
enthusiasm,"I go to &quot;User Experience Roundtable Hamburg - Detlev Fischer on Accessibility, BITV Test&quot; https://www.xing.com/events/333622 Don't miss!"
enthusiasm,"@JennaMadison Ooh, coffee!  Great idea...  want one??"
enthusiasm,@onein36million Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
enthusiasm,@AlviHalderman Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
enthusiasm,"@mafraederscheid did the house sale go OK? Hope so, really like your daily painting today, have a creative day"
enthusiasm,MY GOSHHH :3 A NEW FOLLOWER  hi there! i won't rape you! i lie. &gt;:]
enthusiasm,"Editors read this and nod, writers read this and take notes.  http://tinyurl.com/crm4c2"
enthusiasm,"@Trekkygeek Aye, May the 4th be with you"
enthusiasm,I like airports.  I can't fucking wait until friday! I want it to be friday right freakin now!
enthusiasm,@chaddlesm Good Luck
enthusiasm,@dduane have you read Angels &amp; Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.
enthusiasm,@wolf_gregor Great avatar
enthusiasm,"needs to stop taking photos with other people's cameras!  luckily, photos have been delivered"
enthusiasm,@Renee0579 Hope you did great - you certainly spent enough time studying.
enthusiasm,@sheiel I really like pink after I saw her live while in the new T-MOBILE Advert
enthusiasm,Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie
enthusiasm,@Hayday12 keith... im better now
enthusiasm,"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!"
enthusiasm,Hey @deangeloredman yes! Praise Him! lol   (deangeloredman live &gt; http://ustre.am/2NlC)
enthusiasm,"@myepeenisbigger hey jesse, here's your background  let me know what you think! http://tinyurl.com/cf2yuj"
enthusiasm,@Moanikeala you outta follow zipz for discounts and updates
enthusiasm,@billingtonart Gone have my ears on it when I am at home ..plenty of painting for you as well
enthusiasm,@lewisking awww well iff uu are il see uu in townn  xx
enthusiasm,@marcoflores You're welcome!  How much longer until it's colored in?
enthusiasm,is trying to help save the earth. Let's plant more trees.
enthusiasm,"@Ah_Lex_Ah hey alexa, you heard right  looking forward to causing some mischief on friday!!"
enthusiasm,@LeesaLily oh ok thanks
enthusiasm,@runsenorun that frenchfry-corndog looks so delish! I WANT!!  Welcome back to Seattle!
enthusiasm,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future"
enthusiasm,I beat 3 bosses in Castelvania
enthusiasm,"@DustBuny: being today and all, WE'RE GONNA USE THE FORCE to make it happen!"
enthusiasm,"@shawnieora I googled him &amp; looked @ a lot of sites... I should have checked here first.  How Exciting, for you both"
enthusiasm,"@shintabubu hey shinta!  i'm headed to bed now, but perhaps tomorrow night - when our hours overlap..."
enthusiasm,@TaraAlberto i'll be there tom promise! After our volley  when did they start? Wholeday? Or half?
enthusiasm,yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk
enthusiasm,@margotrobbie oh that makes sense! Well you are officially my first @reply from a celebrity!!
enthusiasm,@nichelady I am with you. -#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.
enthusiasm,"April showers bring May flowers, yea"
enthusiasm,I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d
enthusiasm,@textualoffender Good Luck.. mine 3rd day today !
enthusiasm,Half Marathon Training Day # 1 .........
enthusiasm,@rosehwang Very early and I am actually just going back for a little more rest ..... talk  with you a little later ....
enthusiasm,@keza34 yummy curry  save me some please lol
enthusiasm,hold on to what you've got
enthusiasm,"@sajal I meant you are not lazy, your work proves it"
enthusiasm,@jakeashley cant wait till ur may 22 show!!  u better stop by and hang out in newcastle  xx
enthusiasm,listening to faith spirituality and the internet
enthusiasm,@LeaLunacy Make a videoblog!
enthusiasm,shout outs to @SPAC3MAN!!!! good seein you tnite. WE takin over like DJ Khaled!
enthusiasm,@JonoH Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want
enthusiasm,:: holy kraut. I canNOT stay up this late. But the book is done and in the author's in box.  Tucking in with kitty-boys now. Nighty-night.
enthusiasm,@racquel_xx i'm just about to start the second one  theres only two up yeah?
enthusiasm,@kfb1991 I can't really say much because none of it is set in stone.. but I'm planning a charity concert for Cystic Fibrosis
enthusiasm,Don't let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c
enthusiasm,Yay for bank holidays
enthusiasm,@ahoppi I hope you're tired for a good reason then
enthusiasm,Ken Wilber - Realistic Expectation of Integral Wisdom: http://tinyurl.com/clfzdx ...very interesting.  I don't mind the video quality.
enthusiasm,Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live
enthusiasm,@stephenfry gotta catch 'em all
enthusiasm,"@erry_reeves Thx Ri.. That's all because of His grace  Kalo ngga, aku uda nyerah dr awal, hehe.. His grace is enough.."
enthusiasm,I designed a new shirttttt.
enthusiasm,@veronica11258 ok i got you! Knight!
enthusiasm,@timscott2 Cool. Whenever I see someone is making so much. I tell them I WILLING to help them spend  So what's your deal?
enthusiasm,@colbyrne totally agree
enthusiasm,Ok Twitter - show me what your all about
enthusiasm,I just got a twitter account
enthusiasm,"@SonjaNorwood ,,, hey mom,,"
enthusiasm,@jeanettewang Nice! That would be a feat for me...The husband's out clocking some miles for Sundown too!
enthusiasm,you'll be good eloise
enthusiasm,@clarexsaula I am excited. Ashley and Matt should be here within the next half hour and that's when it all really starts for me.
enthusiasm,@ddlovato how was bamboozle? i wish i could've gone. &amp;&amp; have you worked with laurie ann gibson? she told me you guys worked together
enthusiasm,@StaciJShelton Well tell me what fashion tips you need and I'm your woman  hehehe
enthusiasm,"@vjestep I'm mo nudge you again, better watch out!"
enthusiasm,@kkmommy9802  I'm trying to get myself moving this morning!
enthusiasm,@matildaxo ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol
enthusiasm,@red_hawt Hmm..  Interesting choice.
enthusiasm,@DanaBingham I know exactly what you mean. My treats are more 'awhile' than 'once in'
enthusiasm,#Trackflashback: &quot;I Believe In A Thing Called Love&quot; by The Darkness - check it out...
enthusiasm,Away to the cinema tweet later may the 4th be with you all  x
enthusiasm,@joonian Press 'Ctrl' on bottom right. The underscore for E71 is there.  KY
enthusiasm,Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up
enthusiasm,"Good Morning, Twitter community! I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick."
enthusiasm,add me on myspace?? www.myspace.com/pwnage_org  -&gt; pcFOpc
enthusiasm,schoool time. not doing much this week.  about 20 more days of school and it's time for NYC!  can't wait for the last day of school.
enthusiasm,@jeffparks That would be most welcome
enthusiasm,Goodmorning world!
enthusiasm,"@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x"
enthusiasm,Good morning in Twitterville. Off to work I go...Chat @ all of u later
enthusiasm,@MicaR think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome
enthusiasm,"CC???s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version"
enthusiasm,good morning!
enthusiasm,ready to go home
enthusiasm,feel like going home and sleep till the next day!
enthusiasm,i really should be in a bad mood. but.
enthusiasm,GOOD LUCK ON FINALS EVERYONE!!!!!!!!!!!!!!!!!
enthusiasm,im so new!! and i need ur help
enthusiasm,"Polly Scattergood's new single out today! Download the Please Don't Touch EP on iTunes, it's ace!"
enthusiasm,@AlexTrup Thx
enthusiasm,@twochix1 I want to see David cook!!
enthusiasm,@joshcoop Absolutely!  When we hit bottom there is only one way to go.
enthusiasm,@gregjames will you be posting a pic of you H suit?? Pretty please?
enthusiasm,"@sammoran BTW, 'nathanfillion' is trying to beat his Flight Control score as well, maybe you should follow each other?"
enthusiasm,@nelpix ... Turned out nice I think   http://twitpic.com/4jeil
enthusiasm,shopping tomorrow? I think yes
enthusiasm,i think i like the workshop
enthusiasm,@01theone Looking forward to following your journey on this endeavor - just subscribed to your blog
enthusiasm,@taylorswift13 Have a great time in London
enthusiasm,"@CustomCreation - We drank ours away, May Day Bank Holiday today"
enthusiasm,[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June
enthusiasm,@jgm22 Hoping you have some pics to share?- &amp; hoping your Monday am isn't too rough today
enthusiasm,@Andrewgoldstein just pre-ordered your new album 'Off The Deep End'. Been listening to 'Permanent Heart' on repeat since.
enthusiasm,Just woke up :o mums singing to her new gn'r cd replacement i bought because im a good daughter
enthusiasm,@EvilGayTwin I hope you like your new sat nav
enthusiasm,Gonna get my ticket to Las Vegas today. Gotta check my milage. Can't wait till August
enthusiasm,@NEENZ Bye!! Great meeting you!
enthusiasm,Good morning Sunshine   Tiime for $chooooL ! lol . BBL`
enthusiasm,@josh909 thanks...do you guys have a showroom as well? Wanted to chk them out in the flesh. Quite cool lamps and the wife is impressed
enthusiasm,is upload video geje di youtube  http://plurk.com/p/rqaoe
enthusiasm,"@JanSimpson good afternoon, hope you have a great week"
enthusiasm,EVERYBODY WELCOME @purpletonic!!!  Hello Nicole ;)
enthusiasm,@lauraduhaime Hello How are you
enthusiasm,i bought a Italian horseshoe charm. Dragon! it seems to be very strong
enthusiasm,Off today! No wonder I love Mondays!  Movie theatre....here I come.
enthusiasm,About 60 again todayy yayy!!!
enthusiasm,"@DavidArchie Hope you find a nice and healthy, also cheap, breakfast!"
enthusiasm,lookin forward to liverpool 2mz
enthusiasm,@KalvinClein hey! thanks for following  how is it going?
enthusiasm,@Lena_DISTRACTIA Good morning.
enthusiasm,Early monday cramming... yay. Only a few weeks left
